,date,share_price,oil_price,year,name,share_price_scaled
369,16-03-2000,19.460957,27.97,2000,ENGI.PA,0.698101726
370,17-03-2000,261.28009,27.87,2000,BP.L,0.250558041
371,17-03-2000,18.246,27.87,2000,CNE.L,0.011445496
372,17-03-2000,26.355839,27.87,2000,PMO.L,0.014713167
373,17-03-2000,34.880577,27.87,2000,STL.OL,0.04394838
374,17-03-2000,8.994617,27.87,2000,FP.PA,0.039947957
375,17-03-2000,9.79487,27.87,2000,REP.MC,0.373688941
376,17-03-2000,19.531982,27.87,2000,ENGI.PA,0.701408008
377,20-03-2000,255.856461,25.59,2000,BP.L,0.233633824
378,20-03-2000,18.382999,25.59,2000,CNE.L,0.011730643
379,20-03-2000,26.355839,25.59,2000,PMO.L,0.014713167
380,20-03-2000,34.65554,25.59,2000,STL.OL,0.042262124
381,20-03-2000,8.902269,25.59,2000,FP.PA,0.03769523
382,20-03-2000,9.746854,25.59,2000,REP.MC,0.369750144
383,20-03-2000,19.06525,25.59,2000,ENGI.PA,0.679681184
384,21-03-2000,258.686157,24.93,2000,BP.L,0.242463777
385,21-03-2000,16.440001,24.93,2000,CNE.L,0.00768653
386,21-03-2000,25.365469,24.93,2000,PMO.L,0.012732226
387,21-03-2000,34.65554,24.93,2000,STL.OL,0.042262124
388,21-03-2000,9.086963,24.93,2000,FP.PA,0.042200636
389,21-03-2000,9.977322,24.93,2000,REP.MC,0.388655648
390,21-03-2000,18.659386,24.93,2000,ENGI.PA,0.660787823
391,22-03-2000,259.393616,25.77,2000,BP.L,0.244671375
392,22-03-2000,16.440001,25.77,2000,CNE.L,0.00768653
393,22-03-2000,25.365469,25.77,2000,PMO.L,0.012732226
394,22-03-2000,35.049355,25.77,2000,STL.OL,0.045213073
395,22-03-2000,8.908422,25.77,2000,FP.PA,0.037845325
396,22-03-2000,9.650829,25.77,2000,REP.MC,0.361873124
397,22-03-2000,18.426016,25.77,2000,ENGI.PA,0.649924224
398,23-03-2000,252.319305,25.32,2000,BP.L,0.22259627
399,23-03-2000,16.440001,25.32,2000,CNE.L,0.00768653
400,23-03-2000,25.365469,25.32,2000,PMO.L,0.012732226
401,23-03-2000,34.430504,25.32,2000,STL.OL,0.040575876
402,23-03-2000,8.772983,25.32,2000,FP.PA,0.03454144
403,23-03-2000,9.588408,25.32,2000,REP.MC,0.356752671
404,23-03-2000,18.141911,25.32,2000,ENGI.PA,0.636698863
405,24-03-2000,255.384857,25.74,2000,BP.L,0.232162203
406,24-03-2000,16.58,25.74,2000,CNE.L,0.007977921
407,24-03-2000,25.365469,25.74,2000,PMO.L,0.012732226
408,24-03-2000,33.980431,25.74,2000,STL.OL,0.037203372
409,24-03-2000,8.662166,25.74,2000,FP.PA,0.031838182
410,24-03-2000,9.809273,25.74,2000,REP.MC,0.374870432
411,24-03-2000,18.365137,25.74,2000,ENGI.PA,0.647090248
412,27-03-2000,241.707764,25.16,2000,BP.L,0.189483382
413,27-03-2000,16.649,25.16,2000,CNE.L,0.008121536
414,27-03-2000,25.762199,25.16,2000,PMO.L,0.013525767
415,27-03-2000,33.41785,25.16,2000,STL.OL,0.032987818
416,27-03-2000,8.539037,25.16,2000,FP.PA,0.028834586
417,27-03-2000,9.79487,25.16,2000,REP.MC,0.373688941
418,27-03-2000,18.669531,25.16,2000,ENGI.PA,0.661260082
